-1.080581686376081234e+04,5.511500000000000000e+04,2.977000000000000000e+03,2.928908431880402350e+04
-3.100254387631442296e+04,2.396170000000000000e+05,7.031000000000000000e+03,1.081437193815720966e+05
-2.808018746267606548e+04,1.761050000000000000e+05,7.034000000000000000e+03,9.360093731338020007e+04
-1.304054874831776397e+04,7.260100000000000000e+04,3.466000000000000000e+03,3.873974374158884893e+04
-1.096961660535869487e+04,5.518300000000000000e+04,3.045000000000000000e+03,3.082608302679343979e+04
-1.611617962695825372e+04,8.987700000000000000e+04,4.081000000000000000e+03,4.954489813479121949e+04
-1.492508340497425161e+04,72601.0,3.536000000000000000e+03,4.419341702487126895e+04
-1.862827654770110894e+04,1.178210000000000000e+05,4.758000000000000000e+03,5.710538273850559199e+04
-1.372262515679611352e+04,7.114000000000000000e+04,3.829000000000000000e+03,4.171412578398048936e+04
-1.414427405366064340e+04,8.082100000000000000e+04,3.685000000000000000e+03,4.217037026830331888e+04
-1.462476452950081693e+04,7.718600000000000000e+04,3.791000000000000000e+03,4.378282264750407921e+04
-1.674502054808442699e+04,8.960900000000000000e+04,4.550000000000000000e+03,5.364710274042213860e+04
-1.427798008181316436e+04,7.257200000000000000e+04,3.918000000000000000e+03,4.317990040906575450e+04
-1.552590146768450904e+04,9.873000000000000000e+04,3.880000000000000000e+03,4.635250733842259069e+04
-1.772697551367021515e+04,1.034710000000000000e+05,4.392000000000000000e+03,5.656887756835110486e+04
-1.873625013020738697e+04,8.946500000000000000e+04,5.036000000000000000e+03,6.043025065103690577e+04
-1.256199854519085602e+04,6.945800000000000000e+04,3.448000000000000000e+03,3.598399272595426737e+04
-1.277660480397649735e+04,6.541900000000000000e+04,3.734000000000000000e+03,3.772402401988244674e+04
-1.519839956309500485e+04,7.690300000000000000e+04,4.108000000000000000e+03,4.761799781547502062e+04
-1.438113732005054590e+04,6.763000000000000000e+04,4.056000000000000000e+03,4.320768660025269492e+04
-1.664528399429790443e+04,9.246900000000000000e+04,4.750000000000000000e+03,5.329841997148950759e+04
-27710.150585616302,76903.0,9.762000000000000000e+03,1.385158146583237394e+05
-1.358738220397711302e+04,6.444400000000000000e+04,3.763000000000000000e+03,4.057291101988557784e+04
-2.000321466235680782e+04,1.228770000000000000e+05,5.122000000000000000e+03,6.708107331178404274e+04
-2.771015058561630212e+04,1.861630000000000000e+05,6.727000000000000000e+03,9.230375292808150698e+04
-1.772331588788504814e+04,8.030800000000000000e+04,4.930000000000000000e+03,5.724457943942530255e+04
-1.435065848388659469e+04,7.213400000000000000e+04,4.001000000000000000e+03,4.459129241943295347e+04
